exam_id,professor,course,term,exam_no,q_no,points,concept,stem
"11TMSu19ex1 DONE on website mt1 ex4","Minger","CHEM 3311","Su19","1","9",5,"bonding-hybridization","MC. How many p orbitals are in the valence shell of a carbonyl carbon? (0/1/2/3/4)"
"11TMSu19ex1 DONE on website mt1 ex4","Minger","CHEM 3311","Su19","1","10",5,"IUPAC-naming","MC. When this chlorinated branched alkane is named by IUPAC rules which choice will NOT appear in the name? (6-chloro/ethyl/tetramethyl/nonane/all appear)"
"11TMSu19ex1 DONE on website mt1 ex4","Minger","CHEM 3311","Su19","1","11",10,"IUPAC-naming","Draw sec-butyl bromide and classify as 1/2/3 degree. Draw 2-methylpentan-2-ol and classify as 1/2/3 degree."
"11TMSu19ex1 DONE on website mt1 ex4","Minger","CHEM 3311","Su19","1","12",10,"bonding-hybridization","Indicate orbitals overlapping to create each indicated bond in propanal (C1=O C1-H C1-C2 C2-C3). C1-C2 sigma C2-C3 sigma C1-H sigma C1-O sigma C1-O pi."
"11TMSu19ex1 DONE on website mt1 ex4","Minger","CHEM 3311","Su19","1","13",10,"resonance","For each pair draw curved arrows on left structure showing relation to right structure. Circle major contributor. (benzylic carbocation pair and cyclohexanone zwitterion pair)"
"11TMSu19ex1 DONE on website mt1 ex4","Minger","CHEM 3311","Su19","1","14",6,"resonance","State whether each pair are resonance contributors or constitutional isomers. Circle answer. (cyclohexanone/cyclohexenol pair; vinyl isocyanate anion pair; 2-bromobutane/1-bromobutane pair)"
"11TMSu19ex1 DONE on website mt1 ex4","Minger","CHEM 3311","Su19","1","15",14,"resonance","BHA (butylated hydroxyanisole) antioxidant food preservative. (a) Draw resonance contributor of BHA radical showing delocalization of unpaired electron with curved arrows. (b) Draw resonance contributor of BHA anion placing negative charge on different atom."
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","1",5,"acids-bases","MC. CH3OH2+ + CH3NH2 proton transfer. Which side is favored at equilibrium? Given pKa values. (reactants/products/neither/not enough info)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","2",5,"stereochem-conformational","MC. Newman projection shown. What types of strain exist in this conformation? (steric only/torsional only/both steric and torsional/neither)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","3",5,"bonding-hybridization","MC. Ethoxide + 1-bromobutane SN2 reaction gives ether. The LUMO in this reaction is: (nMO/C-O sigma/C-O sigma*/C-Br sigma*/p)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","4",5,"acids-bases","MC. Propyne is stronger acid than propane. Which factor best explains the difference in acidity when comparing conjugate bases? (resonance/inductive/hybridization/size-polarizability/charge)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","5",5,"bonding-hybridization","MC. Which of these molecules does NOT contain a pi system? (alkene/benzene/conjugated enone/ester/all contain pi system)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","6",5,"acids-bases","MC. 3-mercapto-3-methylbutan-1-ol (MMB) responsible for cat urine odor + NaOH proton transfer. Which structure is most likely product? (5 choices with various charged species)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","7",5,"bonding-hybridization","MC. MO diagram for C-C double bond in ethylene shown. Select the true statement. (bond order 2/HOMO is sigma*/two nonbonding MOs/energy ordering wrong/all true)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","8",5,"acids-bases","MC. Place three OH-containing acids in order of increasing acidity. (structures A B C differ by conjugation/chain length)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","9",5,"acids-bases","MC. Hydroxylamine H2N-OH can act as Bronsted base. Which atom N or O is more basic? (N/O/equally basic)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","10",5,"acids-bases","MC. In mechanistic step shown cyclohexanol reacts with PBr3. Cyclohexanol is acting as: (nucleophile/electrophile/Bronsted base/Bronsted acid/none of these)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","11",6,"acids-bases","Draw curved arrows on structures to show how they react in each proton transfer equation. (a) cyclohexanone + HCl (b) alkene + H3O+ to give carbocation + H2O"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","12a",6,"acids-bases","Inductive effect exists in each structure. Circle whether it is electron donating or withdrawing and whether stabilizing or destabilizing. (trichloro carbocation and fluoroalkyl alkoxide)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","12b",5,"stereochem-Newman","Convert Newman projection of staggered 2-chlorobutane to wedge-and-dash perspective drawing by writing correct atom/group labels at each bond."
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","13a",10,"stereochem-conformational","Draw least stable and most stable conformations of 2,3-dimethylbutane looking down C2-C3 bond using templates provided."
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","13b",5,"stereochem-conformational","Calculate barrier to rotation in kcal/mol around C2-C3 bond in 2,3-dimethylbutane using provided strain energy table."
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","14a",10,"acids-bases","Raspberry ketone (Frambinone) food flavoring. Using hydroxide as base draw mechanism for deprotonation of OH group with curved arrows lone pairs and formal charges."
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","14b",4,"acids-bases","Estimate the equilibrium constant for the proton transfer in Q14a. (phenol pKa=10)"
"11TMSu19ex2 DONE2a","Minger","CHEM 3311","Su19","2","14c",4,"acids-bases","List two factors that stabilize the conjugate base of raspberry ketone when benzylic CH2 proton (pKa=20) is removed."
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","1",5,"cyclohexane-conformations","MC. Identify the type(s) of strain present in cyclopropane. (Angle / Torsional / Steric / Angle and torsional / Angle torsional and steric)"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","2",5,"carbocation-stability","MC. Select the most stable carbocation from five structures shown. (A-D are cyclohexyl-derived cations / E = all equally stable)"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","3",5,"alkene-reactions","MC. Select the most stable alkene in this set of isomers. (five structural isomers shown: disubstituted vs trisubstituted etc.)"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","4",5,"stereochem-R-S","MC. Pheromone of ant Leptogenys diminuta is (3R,4S)-4-methyl-3-heptanol. Which of five wedge-dash structures is (3R,4S)-4-methyl-3-heptanol?"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","5",5,"acids-bases","MC. Energy vs reaction coordinate diagram for multi-step reaction. One step is proton transfer (fastest). Which labeled species (F G H J K) is transition state for that proton transfer?"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","6",5,"stereochem-chirality","MC. Tramadol opiate analgesic marketed as mixture of stereoisomers. How many unique stereoisomers exist for Tramadol? (1/2/4/8/16)"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","7",5,"stereochem-chirality","MC. Carisoprodol (Soma) musculoskeletal pain reliever structure shown. Select best label: Chiral / Achiral / Achiral and meso"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","8",5,"stereochem-chirality","MC. Compound X not superimposable on mirror image and has two diastereomers each chiral. Which of five structures (A-E) is Compound X?"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","9",5,"cyclohexane-conformations","MC. Select true statement about two cyclohexane chair structures A and B. (same molecule / 1,3-diaxial in B / A more strained / stereoisomers / none true)"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","10",5,"carbocation-stability","MC. Identify orbitals mixing to stabilize carbocation by hyperconjugation. (C-H sigma/sigma* / p and sp3 / p and sp2 / p and C-H sigma / p and C-H sigma*)"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","11a",10,"cyclohexane-conformations","Draw both chair conformations of labeled disubstituted methylcyclohexane. Label each carbon (a-f). Do not draw H atoms; show methyl groups only."
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","11b",10,"cyclohexane-conformations","Identify all gauche butane interactions in each chair conformation by drawing lines between carbons involved."
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","11c",5,"cyclohexane-conformations","Calculate difference in energy between the two chair conformations. (gauche butane interaction = 0.8 kcal/mol)"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","12a",9,"stereochem-chirality","Draw all three stereoisomers of 1,2-dimethylcyclopropane in boxes labeled A (achiral) B (chiral) C (chiral). Use wedge-dash notation at each asymmetric carbon."
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","12b",6,"stereochem-R-S","Assign R or S absolute configuration to each asymmetric carbon in all three stereoisomers of 1,2-dimethylcyclopropane."
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","12c",3,"isomer-relationships","What is stereochemical relationship of the two chiral isomers of 1,2-dimethylcyclopropane? Circle: Identical / Diastereomers / Enantiomers"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","12d",3,"isomer-relationships","What is stereochemical relationship of achiral isomer to either chiral isomer of 1,2-dimethylcyclopropane? Circle: Identical / Diastereomers / Enantiomers"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","12e",2,"isomer-relationships","Which two structures of 1,2-dimethylcyclopropane when combined in correct proportions form a racemic mixture? (use box labels)"
"11TMSu19ex3 NEXT!","Minger","CHEM 3311","Su19","3","12f",2,"stereochem-chirality","Is the achiral structure of 1,2-dimethylcyclopropane a meso compound? Circle: Yes / No"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","1",3,"bonding-hybridization","MC. What is the electron configuration of negatively charged carbon atom? (1s22s22p2 / 1s22s22p3 / 1s22s22p4 / 1s22s22p5)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","2",3,"bonding-hybridization","MC. Which of the following bonds is ionic? (C-F / Li-F / H-H / C-H)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","3",3,"bonding-hybridization","MC. Which representation of ethyne (HCCH) is correct? (four structures showing single/double/triple bond connectivity)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","4",3,"resonance","MC. Which structure is a valid resonance structure of the given conjugated carbanion with CH3 group? (three options with different charge placements)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","5",3,"resonance","MC. Which contributing resonance structure of butanone is more stable? (three options A B C with different charge/lone pair arrangements)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","6",3,"bonding-hybridization","MC. The double bond in but-1-ene is formed from overlap of what orbitals? (sp2+sp2 and p+p / sp2+sp2 only / p+p only / s+s)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","7",3,"bonding-hybridization","MC. Carbon-Hydrogen bonds in acetone are made up of: (sp2+sp2 and p+p / sp3+Hs / Cp+Hp / Cs+Cs)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","8",3,"acids-bases","MC. Which of the following is the weakest acid? (CH4 / H2O / NaH / HI)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","9",3,"acids-bases","MC. Which of the following is the strongest base? (NaOH / -CH3 / Cl- / HCl)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","10",3,"acids-bases","MC. The higher the pKa the _______ the Acid. (Weaker / Stronger / Lower pH / Higher pH)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","11",3,"acids-bases","MC. Identify the conjugate acid in the proton transfer: NH4+ + acetate anion reacting. (four structures shown A-D)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","12",3,"acids-bases","MC. The reaction in Q11 will have a Keq of: (1 / Greater than 1 / Less than 1)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","13",3,"acids-bases","MC. Identify the conjugate base in acid/base reaction: Cl- + CH3OH (four structures: Cl- CH3OH HCl CH3O-)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","14",3,"acids-bases","MC. The reaction in Q13 (Cl- + CH3OH) will have a Keq of: (1 / Greater than 1 / Less than 1)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","15",3,"mechanism-general","MC. Only one mechanism for the amine + ester acid-base reaction has correct arrow pushing. Identify it. (A B C D shown)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","16",3,"acids-bases","MC. Why does HI have pKa -9 while HCl has pKa -7? (resonance / I more electronegative / inductive effect / larger atomic radius)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","17",3,"acids-bases","MC. How many times more acidic is HI compared to HCl? (2 fold / 10 fold / 100 fold / 1000 fold)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","18",3,"acids-bases","MC. Which is least acidic? (carboxylic acid / sulfonic acid / phosphoric acid / allylic alcohol — structures shown A-D)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","19",3,"acids-bases","MC. Q18 answer is least acidic because: (no resonance / inductive destabilization / charge on electronegative atom / resonance with dominant contributor)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","20",3,"acids-bases","MC. Which is most acidic? (fluorinated acetic acid series A-D with 0/1/2/3 F substituents)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","21",3,"acids-bases","MC. Q20 answer is most acidic because: (resonance spread / inductive effect / charge on electronegative atom / A and B)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","22",3,"acids-bases","MC. Which is more acidic? (CH4 / CH3F / CF3OH / CH3OH)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","23",3,"acids-bases","MC. Q22 answer is more acidic because: (resonance spread / inductive effect / charge on electronegative atom / B and C)"
"130_exam1_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm1","24",3,"IUPAC-naming","MC. A linear alkane with 5 carbons is: (Hexane / Pentane / Propane / Heptane)"
