id,name,reagents,tier,decision_q,choiceA,choiceA_correct,choiceB,choiceB_correct,choiceC,choiceC_correct,choiceD,choiceD_correct,prod_type,prod_c1,prod_c2,prod_stereo,rule,trap_id,firstMove,shortcut,whyTrapTempting,smiles
hydroboration_oxidation_2methylpropene_1,Hydroboration-Oxidation: 2-Methylpropene,"1) BH3/THF; 2) H2O2, KOH",predict,What is the major product of hydroboration-oxidation of 2-methylpropene (H3C-C(CH3)=CH2)?,"(a) 2-methylpropan-1-ol — OH at C1 (primary, less substituted carbon)",true,"(b) 2-methylpropan-2-ol — OH at C2 (tertiary, more substituted carbon)",false,"(c) 2-methylpropane-1,2-diol — diol at both carbons",false,(d) 2-methylpropanal — aldehyde (oxidation product),false,add,2-methylpropan-1-ol,,syn addition,"Hydroboration-oxidation gives anti-Markovnikov addition of OH. BH3 adds B to the less hindered (less substituted) carbon; after oxidation, OH replaces B. For 2-methylpropene, OH ends up at C1 (primary).",trap_markovnikov_alcohol,"Hydroboration = anti-Markovnikov. BH3 is bulky — boron goes to the less substituted carbon. After H2O2/KOH oxidation, OH replaces B at the same carbon (retention of configuration).",BH3 then H2O2/KOH: OH to the less substituted carbon every time. Opposite of acid or oxymercuration.,"Choice (b) is the Markovnikov product (tertiary alcohol), which is what oxymercuration or acid-catalyzed hydration would give. Students who confuse the two reactions pick (b).",CC(C)=C
oxymercuration_1butene_stereo_1,Oxymercuration Stereochemistry: 1-Butene to 2-Butanol,"1) Hg(OAc)2, H2O/THF; 2) NaBH3",predict,What is (are) the principal organic product(s) of oxymercuration-reduction of 1-butene (H3C-CH2-HC=CH2)?,(a) CH3CH2CH2CH2OH — 1-butanol (terminal alcohol),false,(b) R-isomer only of 2-butanol,false,(c) S-isomer only of 2-butanol,false,(e) racemic mixture of R and S isomers of 2-butanol,true,add,2-butanol (racemic),,racemic mixture,"Oxymercuration follows Markovnikov's rule: OH goes to C2 (more substituted) giving 2-butanol. Because achiral reagents react with an achiral alkene, the new chiral center at C2 is formed as a racemic mixture of R and S enantiomers.",trap_single_enantiomer,"Markovnikov addition places OH at C2, creating a chiral center. Achiral starting materials plus achiral reagents always give a racemic product.","Any time an achiral alkene reacts with achiral reagents to form a chiral center, the product is racemic. No chiral catalyst = no enantioselectivity.",Students who know the reaction is stereospecific for some steps confuse that with enantioselectivity. Oxymercuration is not stereospecific in a way that produces a single enantiomer from a prochiral alkene.,CCC=C
nbs_uv_bicyclic_allylic_1,NBS/UV Allylic Bromination: Bicyclic Diene (Decalin-Type),"NBS (N-bromosuccinimide), UV light, CCl4 solvent",predict,"Which two products form when the bicyclic compound with a C=C double bond between the two fused rings is treated with NBS under UV light in CCl4? (Products I–IV shown: I = Br at allylic position on left ring; II = Br at benzylic/allylic bridge position; III = Br on saturated ring at non-allylic position; IV = Br at the other allylic position on right ring, with double bond shifted)",(a) I and II,false,(b) I and III,false,(c) I and IV,false,(e) II and IV,true,add,allylic bromide product II,allylic bromide product IV,,"NBS/UV gives allylic radical bromination. The allylic radical intermediate is delocalized by resonance across two carbons (the two ends of the allylic system). Bromine radical can attack either resonance position, giving two allylic bromide products (II and IV). Non-allylic positions (I and III) are not activated.",trap_single_allylic_product,Draw the allylic radical. Identify all carbons that bear the unpaired electron via resonance. NBS delivers Br to each of those positions.,Allylic radical is delocalized over two carbons. Always expect two allylic bromide products unless the two positions are equivalent.,"Students often pick only one allylic product (e.g., I and III) without recognising that resonance delocalises the radical to a second carbon, giving a second distinct product.",
oxymercuration_reverse_1,Oxymercuration Reverse: Best Starting Material,"1) Hg(OAc)2, H2O/THF; 2) NaBH4",reverse,Which alkene is the best starting material to produce 1-(1-methylethyl)cyclohexan-1-ol (cyclohexane with a secondary alcohol bearing a methyl group at the exo position) via oxymercuration-reduction?,(a) Cyclohexane fused to a terminal alkene on a two-carbon chain (vinylcyclohexane),false,"(b) Cyclohexane with a 1-methylenyl group (methylenecyclohexane, exo methylene)",false,(c) Cyclohexane with a vinyl group and an internal double bond (1-ethylidenecyclohexane type),false,(d) Cyclohexane with an exo vinyl group where the double bond is between the ring carbon and the CH=CH2 terminus (1-vinylcyclohexene style giving Markovnikov OH at tertiary position),true,,,,,"Oxymercuration-reduction follows Markovnikov's rule: OH adds to the more substituted carbon. Option (d) places the double bond so that Markovnikov addition delivers OH to the tertiary ring carbon, giving the observed product. (a) and (b) cannot form the product; (c) gives 1-ethyl-1-cyclohexanol instead.",choice_c,"Identify where OH ends up in the product, then trace back — OH goes to the more substituted carbon, so the alkene double bond must originate there.",OH ends up on the more-substituted carbon (Markovnikov). Work backward from the OH position to find the alkene.,"Choice (c) looks similar to (d) but places the double bond one carbon off, delivering OH to the wrong carbon.",
carbene_cyclopropanation_1,Carbene Addition: CHCl3/KOH Product,"CHCl3, KOH",predict,What is the principal product when methylenecyclohexane (cyclohexane with an exo =CH2) reacts with CHCl3 and KOH?,(a) Cyclohexane with a -CH2-CCl3 side chain,false,(b) Cyclohexane ring with a -CH3 substituent and a -CCl3 group added across the ring,false,(c) Spiro[bicyclo] product: dichlorocyclopropane ring fused to cyclohexane at the exo position (spiro dichlorocyclopropane),true,(d) Cyclohexane with two -CCl2 groups added to opposite carbons,false,,,,,"CHCl3 + KOH generates dichlorocarbene (:CCl2), which undergoes syn addition across the alkene double bond to form a dichlorocyclopropane ring. The product is 7,7-dichlorobicyclo[4.1.0]heptane (spiro dichlorocyclopropane on cyclohexane).",choice_a,Recognize CHCl3/KOH as the carbene reagent combination — it generates :CCl2 in situ.,CHCl3 + KOH = :CCl2 (dichlorocarbene). Carbenes add syn across double bonds to give cyclopropanes.,Choice (a) looks like a simple addition product; students may not recall that KOH deprotonates CHCl3 to generate the carbene intermediate.,
nbs_allylic_bromination_1,NBS Allylic Bromination of Cyclohexene,"NBS, hv, CCl4 solvent",predict,What is the principal product when cyclohexene reacts with NBS under hv in CCl4 solvent?,"(a) 3-bromocyclohex-1-ene (allylic bromide, Br on C3, double bond retained at C1-C2)",false,(b) 3-bromocyclohex-1-ene drawn as the ring with a CH2Br exo substituent — benzyl bromide type,true,"(c) 1,2-dibromocyclohexene (Br2 addition across the double bond)",false,"(d) 1,2-dibromocyclohexane (complete addition of Br2)",false,add,3-bromocyclohex-1-ene,,,NBS under radical (hv) conditions performs allylic free-radical bromination. The double bond is preserved and Br is installed at the allylic position (C3). The product is 3-bromocyclohex-1-ene. NBS does NOT add across the double bond under these conditions.,choice_c,"Check conditions: NBS + hv + CCl4 = radical allylic bromination, NOT electrophilic addition. The double bond survives.",NBS + light/heat + nonpolar solvent = allylic bromination (radical). NBS + H2O/DMSO = bromohydrin (electrophilic).,Choice (c) shows Br2 addition product — students confuse NBS allylic conditions with electrophilic Br2 addition across the double bond.,C1CCC=CC1
bromonium_ion_id_1,Bromonium Ion Structure Identification,,recognise,Which structures represent bromonium ions? Structure I: cyclopentane ring with -BrH group (neutral HBr adduct). Structure II: cyclopentane ring with Br(+) bridging across the ring. Structure III: open-chain alkene with Br(+) attached to one carbon. Structure IV: Br with a negative charge (bromide anion).,II only,false,IV only,false,II and III,true,I and II,false,,,,,"A bromonium ion is a three-membered ring with Br carrying a positive charge bridging two carbons. Structure II is a cyclic bromonium ion on cyclopentane. Structure III is an open bromonium ion (Br+ on one carbon of an open chain). Structure I is a neutral HBr adduct (not a bromonium). Structure IV is bromide anion (negative charge, nucleophile).",choice_a,"Look for a positively charged Br that bridges two carbons (either cyclic or open-chain). Negative Br is bromide, not bromonium.",Bromonium ion = Br(+) bridging two carbons. The positive charge is the key indicator.,Answer (a) 'II only' misses that open-chain III is also a valid bromonium structure; students expect only the cyclic form.,
false_statement_reactions_1,Incorrect Statement: Alkene Reaction Mechanisms,,toggle,Which ONE of the following statements about alkene reactions is INCORRECT?,"In hydroboration-oxidation, H and OH are added syn across a double bond.",false,"When HBr is added to an alkene, bromide will add from both the front and back side of the carbocation intermediate.",false,Chlorination (addition of Cl2) of an alkene proceeds with Markovnikov selectivity.,true,Carbocation rearrangement does not occur during chlorination of an alkene because a carbocation intermediate is not involved.,false,,,,,"Choice (c) is incorrect: halogenation (Cl2 or Br2) of an alkene proceeds via a symmetric halonium ion intermediate and does NOT follow Markovnikov selectivity. Markovnikov selectivity applies to HX additions, not X2 additions. All other statements are correct.",choice_b,"Test each statement against the mechanism. Cl2 addition goes through a chloronium ion — symmetric, anti addition — NOT Markovnikov.",Markovnikov selectivity requires a polarized reagent (H-X). Cl2/Br2 are symmetric — no Markovnikov selectivity.,"Choice (b) about HBr and carbocation faces is also tricky; students may second-guess it, but it is actually correct (carbocations are sp2, nucleophile attacks from both faces).",
hbr_allylic_addition_1,HBr Addition: Benzylic/Allylic Alkene Regioselectivity,HBr,predict,What is the major product of HBr addition to a styrene-type substrate with an extended side chain bearing a terminal alkene (specifically: phenyl group attached to a chain with a terminal =CH2)?,"(a) Br added to the terminal carbon (anti-Markovnikov, primary carbon)",false,(b) Br added to internal carbon with retention of phenyl group position,false,"(c) Br on the benzylic/allylic carbon (most stable carbocation site, adjacent to phenyl ring), producing a secondary benzylic bromide",true,(d) Br added to the phenyl ring (aromatic substitution),false,add,benzylic bromide,,,"H adds first to the terminal carbon, placing the positive charge on the benzylic carbon (most stable carbocation — stabilized by the adjacent aromatic ring via resonance). Br then adds to the benzylic carbon to give the Markovnikov product. Answer is (c).",choice_a,"Identify the most stable carbocation: the benzylic position is resonance-stabilized by the phenyl ring. H goes to the end of the chain, Br to the benzylic position.",Benzylic carbocations are exceptionally stable. HX always puts X on the more stable (more substituted/benzylic/allylic) carbocation carbon.,"The terminal =CH2 group looks like a typical monosubstituted alkene, so students apply simple Markovnikov without accounting for the benzylic stabilization.",
industrial_cracking_1,Industrial Process: Alkane to Alkene Conversion,,recognise,What is the industrial process by which an alkane such as ethane is converted to an alkene such as ethene?,Cracking,true,Fractionating,false,Distilling,false,Refining,false,,,,,Cracking (thermal or catalytic cracking) is the industrial process that breaks C-C bonds in alkanes at high temperature to produce alkenes. Fractionating and distilling separate mixtures; refining is a general term for petroleum processing.,choice_d,Recall that alkane-to-alkene conversion requires bond breaking under high heat — that is cracking.,Cracking = high-temperature C-C bond cleavage of alkanes to give alkenes (and smaller alkanes).,Refining sounds like a process that could 'improve' or convert hydrocarbons; students may confuse it with a specific chemical transformation.,
hydrogenation_rate_stability_1,Hydrogenation Rate vs. Alkene Stability,"H2, Pd/C",recognise,"Which of four alkenes (a = trisubstituted branched, b = disubstituted trans, c = trisubstituted with different branching, d = disubstituted with less branching) will undergo hydrogenation (H2, Pd/C) at the FASTEST rate?",(a) Trisubstituted highly branched alkene (most substituted),false,"(b) Disubstituted trans-alkene (less substituted, less stable)",true,(c) Trisubstituted alkene with bulky groups,false,(d) Disubstituted alkene with minimal branching,false,alkane,,,,"Less stable alkenes (fewer substituents, less hyperconjugation) have higher heats of hydrogenation and react faster. The least substituted alkene is the most reactive toward H2/Pd/C. Answer is (b), the less-substituted disubstituted alkene.",choice_a,Invert the stability ranking: the LEAST stable alkene reacts FASTEST with H2 because it has the most to gain energetically.,Hydrogenation rate is INVERSE to stability. Most stable alkene = slowest to hydrogenate.,Students conflate 'more reactive' with 'more stable' and choose the most substituted alkene.,
hbr_diastereomers_1,HBr Addition Products: Enantiomers or Diastereomers?,HBr,predict,1-methyl-2-methylenecyclopentane (a cyclopentane ring bearing a methyl substituent and an exo methylene group) reacts with HBr. What is the relationship between the two products formed?,Enantiomers,false,Diastereomers,true,Constitutional isomers,false,Not isomers,false,add,1-bromo-1-methyl-2-methylcyclopentane (one diastereomer),1-bromo-1-methyl-2-methylcyclopentane (other diastereomer),diastereomers,"The substrate already has one stereocentre (the ring carbon bearing the methyl group). HBr addition creates a second stereocentre. When two stereocentres exist with different relative configurations, the products are diastereomers (not enantiomers). The two products differ in configuration at the new carbon only, while the existing chiral centre is fixed.",choice_a,"Check how many stereocentres the starting material already has. If it has one, adding another gives diastereomers, not enantiomers.",Pre-existing stereocentre + new stereocentre from addition = diastereomers. No pre-existing stereocentre + new stereocentre = enantiomers (racemic).,"Students see two products from an addition reaction and default to calling them enantiomers, forgetting that the existing methyl stereocentre makes them diastereomers.",
bh3_role_electrophile_1,BH3 Role in Hydroboration-Oxidation,"1. BH3-THF; 2. NaOH, H2O2",toggle,"In the hydroboration-oxidation reaction, BH3 acts as a/an:",Nucleophile,false,Electrophile,true,Neither a nucleophile nor an electrophile,false,,false,,,,,"BH3 is electron deficient (boron has only 6 valence electrons, no full octet). It acts as an electrophile — it accepts electron density from the pi bond of the alkene. The pi electrons attack the boron (electrophile), not the other way around.",choice_c,"Check the electron count on boron in BH3: 3 bonds = 6 electrons, empty p orbital = Lewis acid = electrophile.",BH3 = Lewis acid = electrophile. The pi bond is the nucleophile that attacks boron.,"Choice (c) is tempting because BH3 adds in a concerted syn fashion that does not look like a classical electrophilic addition, making students think it is neither.",
reagent_selection_13_methoxylation,Reagent Selection: Alkene to Methoxy Ether (Oxymercuration with MeOH),,reverse,"From the reagent bank (a=H2SO4/CH3OH, b=NaNH2/CH3I, c=H2SO4/H2O, d=Br2, e=HBr, ab=H2/Pd/C, ac=Br2/H2O, ad=Br2/CH3OH, ae=HBr/H2O, bc=H2SO4/H2O, bd=1.BH3, 2.NaOH/H2O2, be=Na(s)/NH3(l)/-78C), which single reagent code converts cyclopentene to 1-methoxycyclopentane with an OCH3 group (Markovnikov, methanol solvent)?","a (H2SO4, CH3OH) — acid-catalyzed addition of methanol",true,d (Br2) — halogenation,false,ac (Br2/H2O) — bromohydrin formation,false,ad (Br2/CH3OH) — bromomethoxylation,false,,,,,"The product is a methyl ether at the Markovnikov position on cyclopentane. This requires acid-catalyzed addition of methanol: H2SO4/CH3OH (reagent a). This protonates the alkene, and methanol acts as the nucleophile to give the Markovnikov ether.",choice_d,Identify the functional group added: OCH3 at the more-substituted carbon. That is Markovnikov addition of methanol under acid catalysis.,Alkene + H2SO4/ROH = Markovnikov ether via carbocation mechanism. Compare to oxymercuration with water (gives OH).,"Reagent (ad) Br2/CH3OH would give a bromomethoxy product, not a pure methyl ether; students may pick it thinking methanol is the solvent here.",
reagent_selection_14_halohydrin,Reagent Selection: Alkene to Trans-Bromohydrin,,reverse,Which reagent code from the reagent bank converts cyclopentene to trans-2-bromocyclopentan-1-ol (a halohydrin with anti stereochemistry)?,"ac (Br2, H2O)",true,d (Br2 alone),false,e (HBr),false,"ad (Br2, CH3OH)",false,add,trans-2-bromocyclopentan-1-ol,enantiomer (racemic),anti,"Halohydrin formation requires Br2 in the presence of water (ac = Br2/H2O). The bromonium ion is opened by water as nucleophile, giving anti addition of Br and OH. Br2 alone (d) gives a 1,2-dibromide. HBr (e) gives a simple Markovnikov addition.",choice_d,The product has both OH and Br — that requires water as the nucleophile with Br2. Choose Br2/H2O.,Halohydrin = X2 + H2O. The nucleophile that opens the halonium ion is water (or another alcohol in solvent).,Br2/CH3OH (ad) would give a bromomethoxy product; students picking the wrong nucleophilic solvent get the wrong answer.,
reagent_selection_15_birch,Reagent Selection: Terminal Alkyne to Terminal Alkene (Birch/Na-NH3),,reverse,"Which reagent converts a terminal alkyne (attached to cyclobutane ring) to the corresponding terminal alkene (one pi bond reduced, leaving the remaining double bond as terminal =CH2)?","be (Na(s), NH3(l), -78 C) — dissolving metal reduction",true,"ab (H2, Pd/C) — full catalytic hydrogenation",false,"bd (1. BH3; 2. NaOH, H2O2) — hydroboration-oxidation",false,"a (H2SO4, CH3OH) — acid-catalyzed addition",false,,,,,"Dissolving metal reduction (Na/NH3(l)/-78 C, reagent 'be') reduces an internal or terminal alkyne to a trans-alkene (or vinyl product for terminal). This gives partial reduction. H2/Pd/C (ab) over-reduces to alkane. Lindlar catalyst (not listed) gives cis-alkene from internal alkynes.",choice_b,Identify the transformation: alkyne to alkene (partial reduction). Dissolving metal = Na/NH3 = Birch-type reduction of alkynes.,Alkyne to trans-alkene = Na/NH3. Alkyne to cis-alkene = Lindlar catalyst (H2/Pd-BaSO4/quinoline). Alkyne to alkane = H2/Pd/C.,H2/Pd/C (ab) is the most familiar reduction reagent; students use it and over-reduce the alkyne all the way to an alkane.,
markovnikov_selectivity_reason_1,Why Markovnikov Selectivity Occurs: Carbocation Stability,HBr,toggle,Why does HBr addition to 1-methylcyclohexene (or a similar unsymmetrical alkene) proceed with Markovnikov selectivity? Which explanation is correct?,"The more substituted carbon has more H atoms, so H is more likely to add there.",false,"H adds to the less substituted carbon so the positive charge forms on the more substituted carbon, which is more stable. A more substituted carbocation is more stable due to greater hyperconjugation and inductive stabilization.",true,Br is larger and must add to the less hindered (less substituted) carbon.,false,The reaction goes through a concerted syn addition mechanism that places Br on the more substituted carbon automatically.,false,add,1-bromo-1-methylcyclohexane,,,"H adds to the less-substituted carbon so the resulting carbocation forms on the more-substituted carbon. A more substituted carbocation is lower in energy (more stable) due to hyperconjugation and inductive donation from alkyl groups. Br then attacks the stable carbocation. Saying 'the carbon with more H's gets H' is a description, not an explanation.",choice_a,Ask: where does the carbocation form? It forms on the carbon that does NOT receive H. That carbon must be the more stable one.,"Markovnikov = H to carbon with more H's = carbocation on more-substituted C = more stable = lower energy transition state. The REASON is carbocation stability, not H-counting.","Choice (a) is Markovnikov's original empirical statement — it's what happens, but NOT why it happens. Exams often penalise this non-explanation.",
lindlar_cis_alkene_1,Lindlar Catalyst: Alkyne to Cis-Alkene,"H2, Lindlar Cat.",predict,What is the stereochemical outcome when a disubstituted internal alkyne reacts with H2 and Lindlar catalyst?,The trans (E) alkene is formed selectively,false,The cis (Z) alkene is formed selectively via syn addition,true,A racemic mixture of cis and trans alkenes forms,false,The alkyne is fully reduced to an alkane,false,,cis-alkene,,syn,"Lindlar catalyst (Pd poisoned with lead acetate and quinoline) performs syn addition of H2, delivering both H atoms to the same face of the triple bond. This gives the cis (Z) alkene from an internal alkyne. Dissolving metal (Na/NH3) gives the trans (E) alkene.",choice_a,Recall that Lindlar = syn addition = cis product. Dissolving metal = trans product. They are complementary.,Lindlar = cis alkene. Na/NH3 = trans alkene. Both are selective partial reductions of alkynes.,"Students confuse Lindlar (cis) with dissolving metal (trans), or forget that Lindlar does NOT fully reduce to alkane.",
h2so4_water_markovnikov_alcohol_1,H2SO4/H2O Addition: Markovnikov Alcohol Product,"H2SO4, H2O",predict,A trisubstituted alkene (2-methylbut-2-ene type) reacts with H2SO4/H2O. What is the major product and its key feature?,Anti-Markovnikov alcohol at the less-substituted carbon,false,"Markovnikov alcohol at the more-substituted carbon, as a racemic mixture (both enantiomers at the new stereocentre)",true,A sulfonate ester instead of an alcohol,false,A diol from double addition of water,false,add,Markovnikov alcohol,enantiomer,racemic,"Acid-catalyzed hydration follows Markovnikov's rule: OH ends up on the more substituted carbon via the more stable carbocation intermediate. The carbocation is planar (sp2) so water attacks from both faces, giving a racemic mixture. The answer includes '+ en' (enantiomer) for stereochemistry.",choice_a,"Identify the more substituted carbon — that is where OH ends up. Then check if a new stereocentre forms: if so, expect a racemate.",H2SO4/H2O = acid hydration = Markovnikov alcohol + carbocation intermediate can rearrange. Carbocation = planar = racemic product if chiral.,"Students forget the racemic qualifier and just identify the correct regiochemistry, losing marks for incomplete stereochemical analysis.",
hydroboration_anti_markovnikov_1,Hydroboration-Oxidation: Anti-Markovnikov Aldehyde from Terminal Alkyne,"1. BH3-THF; 2. NaOH, H2O2",predict,"A terminal alkyne (cyclobutylidene-H, i.e. cyclobutane with a terminal triple bond =CH) undergoes hydroboration-oxidation. What is the major product?",A Markovnikov ketone (carbonyl on the internal carbon),false,An anti-Markovnikov aldehyde (carbonyl on the terminal carbon),true,A primary alcohol,false,A vinyl boronate ester,false,,aldehyde (anti-Markovnikov carbonyl),,,"Hydroboration of a terminal alkyne followed by oxidation gives an anti-Markovnikov aldehyde. BH3 adds H to the internal carbon (boron to terminal), oxidation converts C-B to C-OH giving an enol, which tautomerizes to the aldehyde. This is the opposite regiochemistry to HgSO4/H2SO4/H2O (which gives the Markovnikov ketone).",choice_a,"Identify the reagent: BH3-THF then NaOH/H2O2 = hydroboration. For alkynes, this gives anti-Markovnikov carbonyl. Boron goes to terminal carbon.",Hydroboration of terminal alkyne = anti-Markovnikov = aldehyde. HgSO4/H2O/H2SO4 = Markovnikov = ketone.,Students may expect an alcohol product (as in alkene hydroboration) rather than recognizing that the enol intermediate tautomerizes to a carbonyl.,
hbr_internal_alkyne_markovnikov_1,HBr Addition to Internal Alkyne: Markovnikov Vinyl Bromide,HBr (1 equiv),predict,"What is the Markovnikov product when 3-heptyne (Et-C=C-CH3, an internal alkyne with Et and CH3 groups) reacts with 1 equivalent of HBr?",Br on the carbon bearing the larger alkyl group (anti-Markovnikov vinyl bromide),false,"Br on the carbon bearing the methyl group (Markovnikov: vinyl bromide with Br at the CH3 end, producing 3-bromo-3-heptene region)",false,"Br on the carbon bearing the ethyl group, H on the methyl-bearing carbon (vinylic bromide: Br on internal C adjacent to Et, giving CH3 side with H)",true,Dibromo alkane from addition of 2 HBr,false,,vinyl bromide (1-bromo-2-ethylbut-1-ene type),,,"HBr addition to an internal alkyne follows Markovnikov's rule: H adds to give the more substituted (more stable) vinyl cation intermediate. For Et-C=C-CH3, H adds to the CH3-bearing carbon and Br ends up on the carbon bearing the larger Et group. The product is a vinyl bromide with the larger substituent on the same carbon as Br.",choice_b,Treat the alkyne like an alkene: H goes to the carbon that gives the more stable vinyl cation (more-substituted side). Br goes to the other carbon.,"For alkynes, Markovnikov = H to the less substituted carbon, halide to the more substituted carbon (gives more stable vinyl cation).",Students mix up which carbon gets Br because vinyl cation stability is less intuitive than carbocation stability.,
h2_pd_c_cyclopentene_syn_1,H2/Pd/C Hydrogenation: Cyclopentene with Ph Substituent,"H2, Pd/C",predict,3-phenylcyclopent-1-ene reacts with H2/Pd/C. What is the stereochemical outcome of the product?,A single enantiomer of trans-3-phenylcyclopentane,false,A racemic mixture of cis and trans products (no selectivity),false,A racemic mixture of the cis diastereomer (syn addition of H2 to the same face) — two enantiomers of cis-product,true,The trans product selectively,false,alkane,"cis-1,3-disubstituted cyclopentane",enantiomer,"syn, racemic","Heterogeneous catalytic hydrogenation (H2/Pd/C) proceeds via syn addition — both H atoms add to the same face of the double bond. For cyclopentene with a Ph group, syn addition gives the cis product. Since the starting material is achiral, attack occurs equally from both faces, giving a racemic mixture of the two enantiomers of the cis product.",choice_b,Determine the addition mode: H2/Pd/C = syn addition. Then determine the relative configuration of the cis product and check if the starting material is chiral.,Catalytic hydrogenation = syn addition = cis product from cyclic alkenes. Achiral starting material = racemate.,Students pick 'racemate of cis and trans' forgetting that syn addition constrains the relative stereochemistry to the cis relationship only.,
cl2_excess_alkyne_tetrachloride_1,Cl2 Excess Addition to Terminal Alkyne,"Cl2, excess",predict,"What is the product when acetylene (ethyne, H-C=C-H) reacts with excess Cl2?","1,2-dichloroethene (cis or trans vinyl dichloride)",false,"1,1-dichloroethane",false,"1,1,2,2-tetrachloroethane",true,Chloroethane (single HCl addition),false,add,"1,1,2,2-tetrachloroethane",,,"Excess Cl2 adds across the triple bond in two steps: the first equivalent gives the (E) or (Z) 1,2-dichloroethene vinyl dichloride, and the second equivalent adds across the remaining double bond to give 1,1,2,2-tetrachloroethane (Cl2C-CCl2H type for ethyne). The product has Cl on both carbons from both additions.",choice_a,Check: excess reagent means both the triple bond and the resulting double bond react. First addition gives dichloroethene; second gives tetrachloroethane.,Excess halogen with alkyne = double addition = tetrahalide. 1 equiv = vinyl dihalide.,"Students stop at the first addition product (1,2-dichloroethene) and forget that 'excess' means a second equivalent adds across the vinyl dihalide double bond.",C#C
